ISSN,Journal,Subject,JourQual,FT,Cnrs,EJL,ABS,Den,Hceres,Scopus,ABDC,Fnege,Meta,JourQual_n,FT_n,Cnrs_n,EJL_n,ABS_n,Den_n,Hceres_n,Scopus_n,ABDC_n,Fnege_n,Meta_n,princomp1,h_index,citedness,JourQual2,unjournal_tier
1047-8310,Journal of High Technology Management Research,Innovation,C,2,4,NA,2,1,C,5.3,C,4,NA,6,2,5,NA,4,3,3,5.3,4,5,NA,3.2201654168417475,68,5.541666666666667,C,5
0022-1546,Journal of Higher Education,Education,NA,2,NA,NA,2,2,NA,3.9,NA,NA,NA,NA,2,NA,NA,4,2,NA,3.9,NA,NA,NA,0.2845132621123332,NA,NA,NA,4
1096-3758,Journal of Hospitality and Tourism Education,Education,NA,2,NA,NA,1,1,NA,1.8,B,NA,NA,NA,2,NA,NA,5,3,NA,1.8,3,NA,NA,3.130024894290536,NA,NA,NA,5
1447-6770,Journal of Hospitality and Tourism Management,Tourism,NA,2,NA,NA,1,NA,NA,5.3,A,4,NA,NA,2,NA,NA,5,NA,NA,5.3,2,5,NA,2.679045003485429,NA,NA,NA,5
1096-3480,Journal of Hospitality and Tourism Research,Tourism,NA,2,NA,NA,2,1,NA,7.9,A,4,NA,NA,2,NA,NA,4,3,NA,7.9,2,5,NA,1.7610611287174547,NA,NA,NA,4
1936-8623,Journal of Hospitality Marketing and Management,Tourism,NA,2,NA,NA,1,1,NA,8.5,A,NA,NA,NA,2,NA,NA,5,3,NA,8.5,2,NA,NA,2.238490544781668,NA,NA,NA,4
1051-1377,Journal of Housing Economics,Economics,NA,2,2,NA,2,1,A,3.1,A,NA,NA,NA,2,3,NA,4,3,1,3.1,2,NA,NA,0.31542336627170475,80,1.7701149425287357,NA,4
1932-8575,Journal of Human Capital,Economics,NA,2,2,NA,3,1,A,2.0,A,NA,NA,NA,2,3,NA,3,3,1,2,2,NA,NA,-0.43608260238338487,41,1.4,NA,3
0022-166X,Journal of Human Resources,"OS/OB,HRM/IR",B,2,1,NA,3,2,A,5.5,A*,2,A,4,2,2,NA,3,2,1,5.5,1,3,2,-2.3091672489600503,NA,NA,B,3
1088-1980,Journal of Industrial Ecology,Economics,A,2,NA,NA,2,2,NA,12.8,NA,NA,NA,2,2,NA,NA,4,2,NA,12.8,NA,NA,NA,-2.059233645794245,146,5.36231884057971,A,3
0022-1821,Journal of Industrial Economics,Economics,A,2,1,NA,3,2,A,1.6,A,2,B,2,2,2,NA,3,2,1,1.6,2,3,3,-2.574622617475561,149,1.7012987012987013,A,3
0022-1856,Journal of Industrial Relations,"OS/OB,HRM/IR",C,2,NA,NA,2,1,C,3.5,A,4,B,6,2,NA,NA,4,3,3,3.5,2,5,3,2.0357414953738378,52,2.4404761904761907,C,4
0165-5515,Journal of Information Science,"MIS, KM",NA,2,NA,NA,2,2,NA,5.9,NA,NA,NA,NA,2,NA,NA,4,2,NA,5.9,NA,NA,NA,0.2845132621123332,96,2,NA,4
0888-7985,Journal of Information Systems,F&A,C,2,NA,NA,1,1,NA,4.1,A,4,NA,6,2,NA,NA,5,3,NA,4.1,2,5,NA,2.5847608433960616,NA,NA,C,4
1055-3096,Journal of Information Systems Education,Education,NA,2,NA,NA,1,1,NA,2.0,B,NA,NA,NA,2,NA,NA,5,3,NA,2,3,NA,NA,3.130024894290536,NA,NA,NA,5
0268-3962,Journal of Information Technology,"MIS, KM",A,2,2,P*,4,2,A,11.3,A*,1,A,2,2,3,1,2,2,1,11.3,1,2,2,-3.958356477960163,NA,NA,A,2
0932-4569,Journal of Institutional and Theoretical Economics,Economics,B,2,2,NA,2,1,A,1.1,A,NA,NA,4,2,3,NA,4,3,1,1.1,2,NA,NA,-0.012319228839124848,NA,NA,B,3
1744-1374,Journal of Institutional Economics,Economics,NA,2,2,NA,3,1,A,2.8,B,NA,NA,NA,2,3,NA,3,3,1,2.8,3,NA,NA,0.22005967317562075,52,1.9589041095890412,NA,4
1094-9968,Journal of Interactive Marketing,Marketing,B,2,2,P,3,2,A,11.4,A,2,B,4,2,3,2,3,2,1,11.4,2,3,3,-1.792583379481024,141,6.795698924731183,B,3
1542-6297,Journal of International Accounting Research,F&A,B,2,3,S,2,1,B,1.5,A,3,B,4,2,4,4,4,3,2,1.5,2,4,3,0.7660521894791497,45,0.7708333333333334,B,4
1061-9518,"Journal of International Accounting, Auditing and Taxation",F&A,B,2,NA,NA,3,1,NA,3.0,B,NA,NA,4,2,NA,NA,3,3,NA,3,3,NA,NA,0.28019403158695644,NA,NA,B,4
1649-4946,Journal of International Business Education,IB,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,1.412246468968635,4,0,NA,4
0047-2506,Journal of International Business Studies,IB,A,1,1,P*,4*,2,A,14.2,A*,1*,A+,2,1,2,1,1,2,1,14.2,1,1,1,-6.215532555529419,310,8.377551020408163,A,1
0896-1530,Journal of International Consumer Marketing,Marketing,NA,2,NA,NA,NA,1,NA,2.4,B,NA,NA,NA,2,NA,NA,NA,3,NA,2.4,3,NA,NA,2.2471295698603773,71,1.8873239436619718,NA,4
0954-1748,Journal of International Development,Economics,NA,2,3,NA,2,1,B,2.6,B,NA,NA,NA,2,4,NA,4,3,2,2.6,3,NA,NA,1.751229033757538,105,1.6244541484716157,NA,4
0022-1996,Journal of International Economics,Economics,NA,2,1,NA,4,2,A,4.8,A*,1,NA,NA,2,2,NA,2,2,1,4.8,1,2,NA,-3.674476611030803,254,4.995073891625616,NA,2
0954-1314,Journal of International Financial Management and Accou,nF&A,C,2,NA,NA,2,1,NA,4.4,B,NA,NA,6,2,NA,NA,4,3,NA,4.4,3,NA,NA,2.378768403731429,NA,NA,C,4
1042-4431,"Journal of International Financial Markets, Institutions and",MF&A,C,2,3,S,3,1,B,5.2,A,3,B,6,2,4,4,3,3,2,5.2,2,4,3,0.9333824635687027,NA,NA,C,4
1075-4253,Journal of International Management,IB,B,2,3,S,3,2,B,6.1,A,3,B,4,2,4,4,3,2,2,6.1,2,4,3,-0.1902523832076009,98,5.947368421052632,B,3
1069-031X,Journal of International Marketing,Marketing,B,2,2,S,3,2,A,8.1,A,2,B,4,2,3,4,3,2,1,8.1,2,3,3,-0.9797242814769381,126,5.037735849056604,B,3
1010-7347,Journal of International Marketing and Marketing Research,Marketing,NA,2,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,5.04509017432741,NA,NA,NA,5
0261-5606,Journal of International Money and Finance,F&A,B,2,2,P,3,2,A,3.9,A,2,B,4,2,3,2,3,2,1,3.9,2,3,3,-1.792583379481024,172,3.605341246290801,B,3
1545-9144,Journal of Investment Management,F&A,NA,2,NA,NA,NA,1,NA,NA,C,NA,NA,NA,2,NA,NA,NA,3,NA,NA,4,NA,NA,3.7207555920608852,7,0,NA,5
1367-3270,Journal of Knowledge Management,"MIS, KM",C,2,3,NA,2,2,B,10.3,A,2,B,6,2,4,NA,4,2,2,10.3,2,3,3,0.27608416948356124,161,6.732876712328767,C,4
0734-306X,Journal of Labor Economics,Economics,A,2,1,NA,4,2,A,6.4,A*,1,A,2,2,2,NA,2,2,1,6.4,1,2,2,-3.9593500683559353,213,4.275862068965517,A,2
0195-3613,Journal of Labor Research,"OS/OB,HRM/IR",NA,2,4,NA,2,1,C,1.3,B,4,NA,NA,2,5,NA,4,3,3,1.3,3,5,NA,2.6968325029772777,58,1.2692307692307692,NA,5
0261-927X,Journal of Language and Social Psychology,Psychology,NA,2,NA,NA,2,1,NA,2.8,B,NA,NA,NA,2,NA,NA,4,3,NA,2.8,3,NA,NA,2.0106050598580265,90,1.9210526315789473,NA,4
0022-2186,Journal of Law and Economics,Economics,B,2,1,NA,3,1,A,2.1,A*,1,B,4,2,2,NA,3,3,1,2.1,1,2,3,-2.1573576545976794,0,0,B,3
8756-6222,"Journal of Law, Economics, and Organization",Economics,B,2,1,S,3,2,A,2.5,A,2,B,4,2,2,4,3,2,1,2.5,2,3,3,-1.376837328993569,NA,NA,B,3
0022-2216,Journal of Leisure Research,Tourism,NA,2,NA,NA,NA,1,NA,1.4,A,NA,NA,NA,2,NA,NA,NA,3,NA,1.4,2,NA,NA,0.7735035476598682,127,2.3015873015873014,NA,4
0164-0704,Journal of Macroeconomics,Economics,NA,2,2,NA,2,1,A,2.2,A,3,NA,NA,2,3,NA,4,3,1,2.2,2,4,NA,0.4208344785131981,111,1.7777777777777777,NA,4
0276-1467,Journal of Macromarketing,Marketing,C,2,3,NA,2,1,B,3.5,A,3,B,6,2,4,NA,4,3,2,3.5,2,4,3,1.3569205199618808,81,2.1666666666666665,C,4
0149-2063,Journal of Management,Gen & Strat,A,1,1,P*,4*,2,A,21.4,A*,1,A+,2,1,2,1,1,2,1,21.4,1,2,1,-5.823173704776713,337,6.7196652719665275,A,2
1049-2127,Journal of Management Accounting Research,F&A,B,2,3,S,2,1,B,2.4,A*,3,B,4,2,4,4,4,3,2,2.4,1,4,3,0.3424607319921061,66,0.9318181818181818,B,4
1385-3457,Journal of Management and Governance,Gen & Strat,C,2,4,NA,1,1,C,2.6,C,4,NA,6,2,5,NA,5,3,3,2.6,4,5,NA,3.674419136151452,NA,NA,C,5
1833-3672,Journal of Management and Organization,Gen & Strat,NA,2,NA,NA,2,1,NA,3.6,B,NA,NA,NA,2,NA,NA,4,3,NA,3.6,3,NA,NA,2.0106050598580265,NA,NA,NA,4
2191-4761,Journal of Management Control,F&A,NA,2,NA,NA,2,1,NA,4.8,A,NA,NA,NA,2,NA,NA,4,3,NA,4.8,2,NA,NA,1.1190707103491604,33,2.375,NA,4
0262-1711,Journal of Management Development,"OS/OB,HRM/IR",NA,2,4,NA,1,1,C,4.0,C,4,NA,NA,2,5,NA,5,3,3,4,4,5,NA,3.793201238832401,98,3.1206896551724137,NA,5
1052-5629,Journal of Management Education,Education,B,2,NA,NA,2,1,NA,2.4,B,NA,NA,4,2,NA,NA,4,3,NA,2.4,3,NA,NA,0.9839755509275488,74,2.2941176470588234,B,4
1751-1348,Journal of Management History,Gen & Strat,NA,2,NA,NA,1,NA,NA,1.5,B,4,NA,NA,2,NA,NA,5,NA,NA,1.5,3,5,NA,3.460279869868508,NA,NA,NA,5
0742-1222,Journal of Management Information Systems,"MIS, KM",A,1,1,P,4,2,A,10.5,A*,1,A,2,1,2,2,2,2,1,10.5,1,2,2,-5.028712672200774,203,5.815217391304348,A,2
1056-4926,Journal of Management Inquiry,Gen & Strat,B,2,3,S,3,1,A,4.2,A,2,B,4,2,4,4,3,3,1,4.2,2,3,3,-0.014338144847452959,90,3.5185185185185186,B,3
0022-2380,Journal of Management Studies,Gen & Strat,A,1,1,P*,4,2,A,9.2,A*,1,A,2,1,2,1,2,2,1,9.2,1,2,2,-5.435142221202817,277,5.946502057613169,A,2
1045-3695,Journal of Managerial Issues,Gen & Strat,C,2,NA,NA,NA,NA,NA,NA,C,NA,NA,6,2,NA,NA,NA,NA,NA,NA,4,NA,NA,3.8279635784073833,54,0,C,5
0268-3946,Journal of Managerial Psychology,"OS/OB,HRM/IR",B,2,4,NA,3,1,B,3.1,B,3,NA,4,2,5,NA,3,3,2,3.1,3,4,NA,1.104022243933168,125,3.2911392405063293,B,4
0278-6125,Journal of Manufacturing Systems,"OR,MS,POM",NA,2,3,NA,1,2,B,12.7,B,4,B,NA,2,4,NA,5,2,2,12.7,3,5,3,1.8113518194312357,125,15.372093023255815,NA,4
1741-038X,Journal of Manufacturing Technology Management,"OR,MS,POM",C,2,4,NA,1,1,C,8.4,B,4,NA,6,2,5,NA,5,3,3,8.4,3,5,NA,3.2084587826387576,96,8.368,C,5
0022-2429,Journal of Marketing,Marketing,A+,1,1*,P*,4*,2,A,12.3,A*,1*,A+,1,1,1,1,1,2,1,12.3,1,1,1,-6.890326481877775,450,11.83739837398374,A+,1
1046-669X,Journal of Marketing Channels,Marketing,D,2,NA,NA,1,1,NA,NA,NA,NA,NA,8,2,NA,NA,5,3,NA,NA,NA,NA,NA,4.708544077910329,32,0,D,5
1352-7266,Journal of Marketing Communications,Marketing,NA,2,NA,NA,1,1,NA,4.6,B,NA,NA,NA,2,NA,NA,5,3,NA,4.6,3,NA,NA,3.130024894290536,74,2.903225806451613,NA,5
0273-4753,Journal of Marketing Education,Education,D,2,NA,NA,2,1,C,4.3,B,4,NA,8,2,NA,NA,4,3,3,4.3,3,5,NA,3.545685912168908,87,3.1636363636363636,D,5
0267-257X,Journal of Marketing Management,Marketing,C,2,3,NA,2,1,B,4.4,A,3,B,6,2,4,NA,4,3,2,4.4,2,4,3,1.3569205199618808,6,0.7692307692307693,C,4
0022-2437,Journal of Marketing Research,Marketing,A+,1,1,P*,4*,2,A,9.6,A*,1*,A+,1,1,2,1,1,2,1,9.6,1,1,1,-6.493213434361143,356,5.814285714285714,A+,1
1069-6679,Journal of Marketing Theory and Practice,Marketing,C,2,4,NA,2,1,C,3.0,B,4,NA,6,2,5,NA,4,3,3,3,3,5,NA,2.754205063329053,89,5.191489361702128,C,5
0304-4068,Journal of Mathematical Economics,Economics,NA,2,1,NA,3,1,A,1.3,A,2,NA,NA,2,2,NA,3,3,1,1.3,2,3,NA,-1.3022780844651267,89,1.1571428571428573,NA,3
0022-2496,Journal of Mathematical Psychology,Psychology,NA,2,NA,NA,2,1,NA,4.5,NA,NA,NA,NA,2,NA,NA,4,3,NA,4.5,NA,NA,NA,1.6107510464662056,125,2.3333333333333335,NA,4
0304-3932,Journal of Monetary Economics,Economics,NA,2,1,NA,4,2,A,4.3,A*,1,NA,NA,2,2,NA,2,2,1,4.3,1,2,NA,-3.674476611030803,268,5.729508196721311,NA,2
0022-2879,"Journal of Money, Credit and Banking",F&A,A,2,1,P,4,1,A,2.2,A*,1,B,2,2,2,2,2,3,1,2.2,1,2,3,-3.380766887361897,210,1.68359375,A,2
1057-9214,Journal of Multi-Criteria Decision Analysis,"OR,MS,POM",B,2,4,NA,1,1,C,3.4,B,NA,NA,4,2,5,NA,5,3,3,3.4,3,NA,NA,2.2127829590823453,62,1.7540983606557377,B,4
1042-444X,Journal of Multinational Financial Management,F&A,NA,2,4,NA,2,1,C,4.5,B,4,NA,NA,2,5,NA,4,3,3,4.5,3,5,NA,2.6968325029772777,72,3.1846153846153844,NA,5
0047-259X,Journal of Multivariate Analysis,"OR,MS,POM",NA,2,NA,NA,3,2,NA,2.2,A,NA,B,NA,2,NA,NA,3,2,NA,2.2,2,NA,3,-1.0993084566163815,NA,NA,NA,3
1049-5142,Journal of Nonprofit and Public Sector Marketing,Marketing,C,2,NA,NA,1,1,NA,2.0,B,NA,NA,6,2,NA,NA,5,3,NA,2,3,NA,NA,3.0825499230720204,NA,NA,C,5
0963-1798,Journal of Occupational and Organizational Psychology,"OS/OB,HRM/IR",B,2,2,S,4,2,A,5.1,A,2,B,4,2,3,4,2,2,1,5.1,2,3,3,-1.3677557650508343,172,4.322916666666667,B,3
1076-8998,Journal of Occupational Health Psychology,Psychology,NA,2,NA,NA,4,2,B,16.6,A,2,NA,NA,2,NA,NA,2,2,2,16.6,2,3,NA,-2.095580085415589,168,4.925233644859813,NA,3
0272-6963,Journal of Operations Management,"OR,MS,POM",A,1,1,P*,4*,2,A,8.1,A*,1*,A+,2,1,2,1,1,2,1,8.1,1,1,1,-6.215532555529419,252,4.660714285714286,A,1
0022-3239,Journal of Optimization Theory and Applications,"OR,MS,POM",NA,2,NA,NA,3,1,NA,3.0,A,NA,B,NA,2,NA,NA,3,3,NA,3,2,NA,3,-3.491240833502107e-4,139,1.6348314606741574,NA,3
0894-3796,Journal of Organizational Behavior,"OS/OB,HRM/IR",A,2,2,P,4,2,A,11.8,A*,1,A,2,2,3,2,2,2,1,11.8,1,2,2,-3.55192692895812,276,4.985294117647059,A,2
0160-8061,Journal of Organizational Behavior Management,"OS/OB,HRM/IR",NA,2,3,NA,2,1,B,1.9,B,4,NA,NA,2,4,NA,4,3,2,1.9,3,5,NA,2.116959280238927,52,1.8181818181818181,NA,4
0953-4814,Journal of Organizational Change Management,Gen & Strat,D,2,3,S,2,1,B,2.5,B,3,NA,8,2,4,4,4,3,2,2.5,3,4,NA,2.3003671622930923,109,3.7063492063492065,D,4
1091-9392,Journal of Organizational Computing and Electronic Comm,"eMIS, KM",C,2,NA,NA,1,1,NA,3.9,A,NA,NA,6,2,NA,NA,5,3,NA,3.9,2,NA,NA,2.4569418410792925,NA,NA,C,4
0885-3134,Journal of Personal Selling and Sales Management,Marketing,B,2,4,NA,2,1,B,4.4,A,3,NA,4,2,5,NA,4,3,2,4.4,2,4,NA,1.092315609730178,NA,NA,B,4
0022-3514,Journal of Personality and Social Psychology,Psychology,NA,2,NA,NA,4,2,NA,11.6,A*,NA,NA,NA,2,NA,NA,2,2,NA,11.6,1,NA,NA,-3.110262640557759,653,4.324942791762013,NA,2
0276-8739,Journal of Policy Analysis and Management,PSM,NA,2,2,NA,3,2,A,5.9,A,NA,B,NA,2,3,NA,3,2,1,5.9,2,NA,3,-1.268087772463112,160,1.2446808510638299,NA,3
0161-8938,Journal of Policy Modeling,PSM,NA,2,4,NA,2,1,C,3.5,A,NA,NA,NA,2,5,NA,4,3,3,3.5,2,NA,NA,1.8747501501253647,97,3.752808988764045,NA,4
0022-3808,Journal of Political Economy,Economics,A+,1,1*,NA,4*,3,A,10.9,A*,1*,A+,1,1,1,NA,1,1,1,10.9,1,1,1,-7.442570168918396,485,6.973180076628353,A+,1
0933-1433,Journal of Population Economics,Economics,NA,2,2,NA,3,1,A,3.9,A,NA,NA,NA,2,3,NA,3,3,1,3.9,2,NA,NA,-0.43608260238338487,120,4.299145299145299,NA,3
0095-4918,Journal of Portfolio Management,F&A,B,2,3,S,3,1,B,1.5,A,3,B,4,2,4,4,3,3,2,1.5,2,4,3,0.37802070590525333,108,0.9473684210526315,B,4
0160-3477,Journal of Post Keynesian Economics,Economics,NA,2,2,NA,2,1,A,1.6,B,NA,NA,NA,2,3,NA,4,3,1,1.6,3,NA,NA,0.9715656418307088,69,0.5714285714285714,NA,4
1061-0421,Journal of Product and Brand Management,Marketing,C,2,4,NA,1,1,B,4.7,A,4,NA,6,2,5,NA,5,3,2,4.7,2,5,NA,2.7424984291260626,NA,NA,C,5
0737-6782,Journal of Product Innovation Management,Innovation,A,2,1,P,4,2,A,10.6,A*,1,A,2,2,2,2,2,2,1,10.6,1,2,2,-3.9490399764747512,206,7.264150943396227,A,2
0895-562X,Journal of Productivity Analysis,"OR,MS,POM",NA,2,3,NA,2,1,B,3.1,A,4,B,NA,2,4,NA,4,3,2,3.1,2,5,3,1.5822687929376638,117,2.296875,NA,4
2051-8803,Journal of Professions and Organization,OS/OB,NA,2,NA,NA,2,2,NA,3.3,A,4,B,NA,2,NA,NA,4,2,NA,3.3,2,5,3,0.9372165518479828,28,2.13953488372093,NA,4
1053-1858,Journal of Public Administration Research and Theory,PSM,A,2,1,NA,4,2,A,7.0,A,2,A,2,2,2,NA,2,2,1,7,2,3,2,-3.0288763367852662,159,4.1891891891891895,A,2
1097-3923,Journal of Public Economic Theory,Economics,NA,2,2,NA,2,1,A,2.2,A,NA,NA,NA,2,3,NA,4,3,1,2.2,2,NA,NA,0.31542336627170475,49,1.0547945205479452,NA,4
0047-2727,Journal of Public Economics,Economics,A,2,1,NA,3,2,A,4.4,A*,1,A,2,2,2,NA,3,2,1,4.4,1,2,2,-3.5050963490462306,273,6.412903225806452,A,2
0143-814X,Journal of Public Policy,PSM,NA,2,NA,NA,NA,2,NA,2.8,B,NA,NA,NA,2,NA,NA,NA,2,NA,2.8,3,NA,NA,0.4880302265652846,87,1.7692307692307692,NA,4
0743-9156,Journal of Public Policy and Marketing,Marketing,B,2,2,S,3,2,A,4.9,A,2,B,4,2,3,4,3,2,1,4.9,2,3,3,-0.9797242814769381,NA,NA,B,3
1478-4092,Journal of Purchasing and Supply Management,"OR,MS,POM",B,2,3,P,3,1,B,7.7,A,3,B,4,2,4,2,3,3,2,7.7,2,4,3,-0.43483839209883274,94,5.902777777777778,B,3
0022-4065,Journal of Quality Technology,"MIS, KM",NA,2,2,NA,NA,2,A,3.5,A,3,B,NA,2,3,NA,NA,2,1,3.5,2,4,3,-0.714630313287865,152,1.826086956521739,NA,3
0895-5638,Journal of Real Estate Finance and Economics,F&A,NA,2,3,S,3,1,B,1.8,A,3,B,NA,2,4,4,3,3,2,1.8,2,4,3,0.6051085178954702,99,1.8796992481203008,NA,4
0927-7544,Journal of Real Estate Literature,F&A,NA,2,NA,NA,NA,1,NA,1.3,C,NA,NA,NA,2,NA,NA,NA,3,NA,1.3,4,NA,NA,3.7207555920608852,34,0.8,NA,5
0896-5803,Journal of Real Estate Research,F&A,B,2,NA,NA,NA,1,NA,2.3,B,NA,NA,4,2,NA,NA,NA,3,NA,2.3,3,NA,NA,0.6339845401141749,NA,NA,B,4
0022-4146,Journal of Regional Science,Economics,NA,2,2,NA,3,1,A,3.6,A,3,NA,NA,2,3,NA,3,3,1,3.6,2,4,NA,-0.14084377004066148,127,3.049586776859504,NA,3
0922-680X,Journal of Regulatory Economics,Economics,NA,2,2,NA,2,1,A,2.1,A,NA,NA,NA,2,3,NA,4,3,1,2.1,2,NA,NA,0.31542336627170475,77,1.6470588235294117,NA,4
1533-2667,Journal of Relationship Marketing,Marketing,C,2,NA,NA,1,1,NA,1.7,B,NA,NA,6,2,NA,NA,5,3,NA,1.7,3,NA,NA,3.0825499230720204,40,2.5714285714285716,C,5
1443-458X,Journal of Research and Practice in Information Technolog,"MIS, KM",NA,2,NA,NA,NA,1,NA,NA,C,NA,NA,NA,2,NA,NA,NA,3,NA,NA,4,NA,NA,3.7207555920608852,NA,NA,NA,5
0022-4359,Journal of Retailing,Marketing,A,2,2,P,4,2,A,11.8,A*,1,A,2,2,3,2,2,2,1,11.8,1,2,2,-3.55192692895812,201,7.699115044247788,A,2
0969-6989,Journal of Retailing and Consumer Services,Marketing,C,2,3,S,2,1,B,9.0,A,3,B,6,2,4,4,4,3,2,9,2,4,3,1.3214139471425992,164,12.303732303732303,C,4
0022-4367,Journal of Risk and Insurance,F&A,A,2,2,S,3,2,A,3.6,A,2,B,2,2,3,4,3,2,1,3.6,2,3,3,-1.5350860391403875,NA,NA,A,3
0895-5646,Journal of Risk and Uncertainty,Economics,B,2,2,S,3,2,A,3.0,A*,2,B,4,2,3,4,3,2,1,3,1,3,3,-1.4033157389639817,122,1.9636363636363636,B,3
0743-0167,Journal of Rural Studies,PSM,NA,2,NA,NA,3,2,NA,6.4,NA,NA,NA,NA,2,NA,NA,3,2,NA,6.4,NA,NA,NA,-1.1481386032328444,158,5.818035426731079,NA,3
1094-6136,Journal of Scheduling,"OR,MS,POM",A,2,3,S,2,2,B,3.4,A,NA,B,2,2,4,4,4,2,2,3.4,2,NA,3,-0.6224664081213339,76,1.5876288659793814,A,3
1757-5818,Journal of Service Management,"OR,MS,POM",B,2,3,NA,2,1,B,10.0,A,3,B,4,2,4,NA,4,3,2,10,2,4,3,0.6255047979336751,95,8.804597701149426,B,4
1094-6705,Journal of Service Research,Marketing,A,2,2,P,4,2,A,14.1,A*,1,A,2,2,3,2,2,2,1,14.1,1,2,2,-3.55192692895812,168,8.47887323943662,A,2
2055-6225,Journal of Service Theory and Practice,Marketing,C,2,4,NA,1,1,C,7.4,A,4,NA,6,2,5,NA,5,3,3,7.4,2,5,NA,2.7424984291260626,44,4.105263157894737,C,5
0887-6045,Journal of Services Marketing,Marketing,C,2,3,NA,2,1,B,5.9,A,3,B,6,2,4,NA,4,3,2,5.9,2,4,3,1.3569205199618808,NA,NA,C,4
1462-6004,Journal of Small Business and Enterprise Development,Entrep,D,2,4,NA,2,1,C,4.5,C,4,NA,8,2,5,NA,4,3,3,4.5,4,5,NA,3.951581138869953,102,3.409448818897638,D,5
0047-2778,Journal of Small Business Management,Entrep,B,2,2,S,3,2,A,6.4,A,2,B,4,2,3,4,3,2,1,6.4,2,3,3,-0.9797242814769381,151,5.866666666666666,B,3
0022-4537,Journal of Social Issues,Sociology,NA,2,NA,NA,NA,2,NA,8.2,A,NA,NA,NA,2,NA,NA,NA,2,NA,8.2,2,NA,NA,-0.9855957956352235,220,4.093567251461988,NA,3
0047-2794,Journal of Social Policy,PSM,NA,2,NA,NA,3,2,NA,4.6,A,NA,B,NA,2,NA,NA,3,2,NA,4.6,2,NA,3,-1.0993084566163815,98,1.3165829145728642,NA,3
0022-4545,Journal of Social Psychology,Psychology,B,2,NA,NA,1,1,NA,2.9,B,NA,NA,4,2,NA,NA,5,3,NA,2.9,3,NA,NA,1.707032386237574,NA,NA,B,4
1532-060X,Journal of Software Maintenance and Evolution,"MIS, KM",NA,2,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,5.04509017432741,46,0,NA,5
0888-4773,Journal of Sport Management,Gen & Strat,NA,2,NA,NA,2,1,NA,4.5,A,4,B,NA,2,NA,NA,4,3,NA,4.5,2,5,3,1.7610611287174547,97,1.532934131736527,NA,4
0963-8687,Journal of Strategic Information Systems,"MIS, KM",A,2,2,S,4,2,A,17.4,A*,2,A,2,2,3,4,2,2,1,17.4,1,3,2,-2.3467089802013277,123,6.346153846153846,A,3
0965-254X,Journal of Strategic Marketing,Marketing,C,2,4,NA,2,1,C,4.0,A,4,NA,6,2,5,NA,4,3,3,4,2,5,NA,2.288244709816358,79,4.2406015037593985,C,4
1523-2409,Journal of Supply Chain Management,"OR,MS,POM",B,2,2,P,4,2,A,12.9,A,2,A,4,2,3,2,2,2,1,12.9,2,3,2,-2.1806148630549207,NA,NA,B,3
0966-9582,Journal of Sustainable Tourism,Tourism,NA,2,NA,NA,3,1,B,8.3,A*,3,NA,NA,2,NA,NA,3,3,2,8.3,1,4,NA,-0.40428370329436475,157,7.555956678700361,NA,3
0164-1212,Journal of Systems and Software,"MIS, KM",NA,2,NA,NA,2,1,NA,8.4,B,NA,NA,NA,2,NA,NA,4,3,NA,8.4,3,NA,NA,2.0106050598580265,NA,NA,NA,4
0092-0703,Journal of the Academy of Marketing Science,Marketing,A,1,1,P*,4*,2,A,17.0,A*,1,A,2,1,2,1,1,2,1,17,1,2,2,-5.823173704776713,258,9.579617834394904,A,2
0004-5411,Journal of the ACM,"MIS, KM",B,2,NA,NA,NA,2,NA,6.2,C,NA,NA,4,2,NA,NA,NA,2,NA,6.2,4,NA,NA,0.44207257120836474,NA,NA,B,4
0162-1459,Journal of the American Statistical Association,Economics,NA,2,NA,NA,4,2,NA,6.8,A*,NA,NA,NA,2,NA,NA,2,2,NA,6.8,1,NA,NA,-3.110262640557759,371,2.787114845938375,NA,2
0198-9073,Journal of the American Taxation Association,F&A,B,2,NA,NA,3,NA,NA,3.2,A,NA,NA,4,2,NA,NA,3,NA,NA,3.2,2,NA,NA,-0.9569071132008286,45,0.6388888888888888,B,3
1354-7860,Journal of the Asia Pacific Economy,Economics,NA,2,NA,NA,1,1,NA,NA,B,NA,NA,NA,2,NA,NA,5,3,NA,NA,3,NA,NA,3.130024894290536,45,1.6305732484076434,NA,5
1532-2882,Journal of the Association for Information Science and Tec,"hMIS, KM",NA,2,NA,NA,3,2,NA,NA,A*,NA,B,NA,2,NA,NA,3,2,NA,NA,1,NA,3,-1.9908428061252499,NA,NA,NA,3
1536-9323,Journal of the Association for Information Systems,"MIS, KM",A,2,2,NA,4*,2,A,6.2,A*,1,A,2,2,3,NA,1,2,1,6.2,1,2,2,-3.9467929758691374,111,5.831858407079646,A,2
2333-5955,Journal of the Association of Environmental and Resource,Economics,NA,2,NA,NA,3,1,NA,10.5,A,NA,NA,NA,2,NA,NA,3,3,NA,10.5,2,NA,NA,-3.491240833502107e-4,46,3.0568181818181817,NA,3
